REFERENCE_COMPOUND_NAME,PUBCHEM_CID,CHEBI_ID,CHEBI_NAME,COMPOUND_ID,MolecularFormula,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,Fingerprint2D,inflammation,multiple_sclerosis,mental_health
"DUKE:(.+-.)-5,2'-DIHYDROXY-7,8,6'-TRIMETHOXYFLAVANONE",PCID:42608107,CHEBI:184710,"5,2'-Dihydroxy-7,8,6'-trimethoxyflavanone 2'-O-glucuronide",PCID:42608107,C24H26O13,COC1=C(C(=CC=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3CC(=O)C4=C(O3)C(=C(C=C4O)OC)OC,COC1=C(C(=CC=C1)O[C@H]2C([C@H]([C@@H](C(O2)C(=O)O)O)O)O)[C@@H]3CC(=O)C4=C(O3)C(=C(C=C4O)OC)OC,"InChI=1S/C24H26O13/c1-32-11-5-4-6-12(36-24-19(29)17(27)18(28)22(37-24)23(30)31)16(11)13-7-9(25)15-10(26)8-14(33-2)20(34-3)21(15)35-13/h4-6,8,13,17-19,22,24,26-29H,7H2,1-3H3,(H,30,31)/t13-,17-,18-,19?,22?,24+/m0/s1",YFJFVYFDSGLIGK-CZLOYTQASA-N,"(3S,4S,6S)-3,4,5-trihydroxy-6-[2-[(2S)-5-hydroxy-7,8-dimethoxy-4-oxo-2,3-dihydrochromen-2-yl]-3-methoxyphenoxy]oxane-2-carboxylic acid",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0aIEAAAAAAACRQAAAGgAACAAADBSwmAMyDoAABgCIAqDSCAICCAAkIAAIiAFGiMgdNzaGNR6ieWKl4BUPuQfK7PzOIQABCAAIQABCAAIQABCAAAAAAAAAAA==,False,False,False
DUKE:ALPHA-ZEACAROTENE,PCID:5282344,CHEBI:35063,alpha-zeacarotene,PCID:5282344,C40H58,CC1=CCCC(C1C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)CCC=C(C)CCC=C(C)C)C)C)(C)C,CC1=CCCC(C1/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)/C)(C)C,"InChI=1S/C40H58/c1-32(2)18-13-21-35(5)24-15-26-36(6)25-14-22-33(3)19-11-12-20-34(4)23-16-27-37(7)29-30-39-38(8)28-17-31-40(39,9)10/h11-12,14,16,18-20,22-25,27-30,39H,13,15,17,21,26,31H2,1-10H3/b12-11+,22-14+,23-16+,30-29+,33-19+,34-20+,35-24+,36-25+,37-27+",IGABZIVJSNQMPZ-FILYMEKXSA-N,"6-[(1E,3E,5E,7E,9E,11E,13E,15E,19E)-3,7,12,16,20,24-hexamethylpentacosa-1,3,5,7,9,11,13,15,19,23-decaenyl]-1,5,5-trimethylcyclohexene",AAADcfB8AAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGAAAAAAADwCAAAACAAAAAACAAiBCAAAAAAAgAAAICAAAAAgIAAIAAQAAAAAAgAAIgAMAgAAPgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:N-METHYLASPIDOSPERMIDINE,PCID:580091,CHEBI:NA,,PCID:580091,C20H28N2,CCC12CCCN3C1C4(CC3)C(CC2)N(C5=CC=CC=C45)C,CCC12CCCN3C1C4(CC3)C(CC2)N(C5=CC=CC=C45)C,"InChI=1S/C20H28N2/c1-3-19-10-6-13-22-14-12-20(18(19)22)15-7-4-5-8-16(15)21(2)17(20)9-11-19/h4-5,7-8,17-18H,3,6,9-14H2,1-2H3",SNPQKSKEMHGDOU-UHFFFAOYSA-N,"12-ethyl-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6-triene",AAADceB7AAAAAAAAAAAAAAAAAAAAAWLAAAA8YIAAAAAAAFixAAAAHAAAAAAADijBGAQywIMAAACAAiRCQACCAAAhAgAIiAAIZIgIICLA0ZGEIAhggADIyAcQgMAPgAAAAAACAAAQAAQACAQAAAAAAAAAAA==,False,False,False
DUKE:AGLEPTIN,PCID:10566441,CHEBI:NA,,PCID:10566441,C16H20N2O2S,CSC=CC(=O)N1CCCC1NC(=O)CC2=CC=CC=C2,CS/C=C/C(=O)N1CCCC1NC(=O)CC2=CC=CC=C2,"InChI=1S/C16H20N2O2S/c1-21-11-9-16(20)18-10-5-8-14(18)17-15(19)12-13-6-3-2-4-7-13/h2-4,6-7,9,11,14H,5,8,10,12H2,1H3,(H,17,19)/b11-9+",UGYHSFVZFOEWDO-PKNBQFBNSA-N,N-[1-[(E)-3-methylsulfanylprop-2-enoyl]pyrrolidin-2-yl]-2-phenylacetamide,AAADceB7MABAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABAAAAHgQQAAAADADF2ASzAIPAAAiIAiFSEACCAAAgAAAIiIEIAMiIIDKAlRGEIAAolwKIiIcYiICOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:PTEROCARPDIOLONE,PCID:102090423,CHEBI:NA,,PCID:102090423,C15H26O3,CC12CCC(CC1C(CC(=O)C2)(C)O)C(C)(C)O,C[C@@]12CC[C@H](C[C@H]1[C@](CC(=O)C2)(C)O)C(C)(C)O,"InChI=1S/C15H26O3/c1-13(2,17)10-5-6-14(3)8-11(16)9-15(4,18)12(14)7-10/h10,12,17-18H,5-9H2,1-4H3/t10-,12-,14+,15-/m1/s1",NBAJBZOIIQJWIG-WAZAZEMKSA-N,"(4R,4aR,6R,8aS)-4-hydroxy-6-(2-hydroxypropan-2-yl)-4,8a-dimethyl-3,4a,5,6,7,8-hexahydro-1H-naphthalen-2-one",AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAADAAAAAGgAACAAAD0SAgAACAAAAAgAIAIAQAAAAAAAAAAAAAAEAAAAAABYAAAAAQAAEIAAAAAGI7PTPgAAAAAAAAACAAAYAADAAAAAAAAAAAA==,False,False,False
"DUKE:6-HYDROXYKAEMPFEROL-3,6-DIMETHYL-ETHER",PCID:44259751,CHEBI:168443,"6-Hydroxykaempferol 3,6-dimethyl ether 7-glucoside",PCID:44259751,C24H26O11,CCC1C(C(C(C(O1)OC2=C(C(=C3C(=C2)OC(=C(C3=O)OC)C4=CC=C(C=C4)O)O)OC)O)O)O,CCC1[C@H]([C@@H](C([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=C(C3=O)OC)C4=CC=C(C=C4)O)O)OC)O)O)O,"InChI=1S/C24H26O11/c1-4-12-16(26)19(29)20(30)24(34-12)35-14-9-13-15(17(27)22(14)31-2)18(28)23(32-3)21(33-13)10-5-7-11(25)8-6-10/h5-9,12,16,19-20,24-27,29-30H,4H2,1-3H3/t12?,16-,19+,20?,24+/m1/s1",FMYFYHHLKNMRHS-FAHPYEKDSA-N,"7-[(2S,4S,5S)-6-ethyl-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-3,6-dimethoxychromen-4-one",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YIEAAAAAAACBQAAAGgAACAAADBSwmAMyDoAABgCIAqBSAAICCAAkIAAIiAFGiMgdNzaGNR6ieWOl4BUPuQfK7LzOIQABCAAIQABCAAIQABCAAAAAAAAAAA==,False,False,False
DUKE:IRINOTECAN,PCID:60838,CHEBI:90881,irinotecan hydrochloride hydrate,PCID:60838,C33H38N4O6,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,"InChI=1S/C33H38N4O6/c1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2/h8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3/t33-/m0/s1",UWKQSNNFCGGAFS-XIFFEERXSA-N,"[(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl] 4-piperidin-1-ylpiperidine-1-carboxylate",AAADcfB/uAAAAAAAAAAAAAAAAAAAAWAAAAA8WLECAAAAAFix8AAAHgAACAAADGzhngYyzvMIFgCoAyXyXAKCiCAhIiAImCF+bNgNZvbE8Zuecihm5hHL+QewwPAOgEABAAACAAAAgAIAAAQAAAAAAAAAAA==,False,False,False
HG:andromedotoxin,PCID:231125,CHEBI:5542,grayanotoxin I,PCID:231125,C22H36O7,CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)CC(C4(C)C)O)O)O)CC2(C)O,CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)CC(C4(C)C)O)O)O)CC2(C)O,"InChI=1S/C22H36O7/c1-11(23)29-17-12-6-7-13-20(5,27)14-8-15(24)18(2,3)22(14,28)16(25)9-21(13,17)10-19(12,4)26/h12-17,24-28H,6-10H2,1-5H3",NXCYBYJXCJWMRY-UHFFFAOYSA-N,"(3,4,6,9,14-pentahydroxy-5,5,9,14-tetramethyl-16-tetracyclo[11.2.1.01,10.04,8]hexadecanyl) acetate",AAADcfB4OAAAAAAAAAAAAAAAAAAAAYMAAAAwAAAABgwAAADAAAAAGgAACAAAD1SggAICCAAABgAIAACQCAAAAAAAAAAAAAAAAAABEAIAAAACQAAFAAABAAHA4PwPgAAAAAAAAACAAAYAADAAAYQADAAAAA==,False,False,True
DUKE:MESOCYANIN,PCID:157009988,CHEBI:NA,,PCID:157009988,C27H31ClO16,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=O)C=C3O2)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O.Cl,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=O)C=C3O2)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O.Cl,"InChI=1S/C27H30O16.ClH/c28-7-17-19(34)21(36)23(38)26(41-17)43-25-22(37)20(35)18(8-29)42-27(25)40-16-6-11-13(32)4-10(30)5-15(11)39-24(16)9-1-2-12(31)14(33)3-9;/h1-6,17-23,25-29,31-38H,7-8H2;1H/t17-,18-,19-,20-,21+,22+,23-,25-,26+,27+;/m1./s1",DQNAPWSPXRXDPK-XACLPQKHSA-N,"3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-7-one;hydrochloride",AAADceB4PgAEAAAAAAAAAAAAAAAAAAAAAAA0SIECAAAAAACBAAAAGgAACAAADBSwmAMwDoAABgCIAqBSAAACCAAgIAAIiAAGiMgZNiKCMRqicAElwBEPuQfA4DwOIAABAAAAQABAAAIAAACAAAAAAAAAAA==,False,False,False
DUKE:EPICATECHIN-3-O(3-O-METHYL)-GALLATE,PCID:467296,CHEBI:136553,epicatechin 3-O-(3'-O-methylgallate),PCID:467296,C23H20O10,COC1=CC(=CC(=C1O)O)C(=O)OC2CC3=C(C=C(C=C3OC2C4=CC(=C(C=C4)O)O)O)O,COC1=CC(=CC(=C1O)O)C(=O)O[C@@H]2CC3=C(C=C(C=C3O[C@@H]2C4=CC(=C(C=C4)O)O)O)O,"InChI=1S/C23H20O10/c1-31-19-6-11(5-17(28)21(19)29)23(30)33-20-9-13-15(26)7-12(24)8-18(13)32-22(20)10-2-3-14(25)16(27)4-10/h2-8,20,22,24-29H,9H2,1H3/t20-,22-/m1/s1",XGTBMCGGGJLOPS-IFMALSPDSA-N,"[(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl] 3,4-dihydroxy-5-methoxybenzoate",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YMEAAAAAAACRUAAAGgAACAAADBSgmAIyDoAABgCIAiDSCAACCAAkIAAIiAEGiMgNJzKGNRqCeSOlwBULuYfK7PzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,False,False,False
DUKE:FUZILINE,PCID:14163819,CHEBI:183920,Fuziline,PCID:14163819,C24H39NO7,CCN1CC2(CCC(C34C2C(C(C31)C5(C6C4CC(C6O)C(C5O)OC)O)OC)O)COC,CCN1CC2(CCC(C34C2C(C(C31)C5(C6C4CC(C6O)C(C5O)OC)O)OC)O)COC,"InChI=1S/C24H39NO7/c1-5-25-9-22(10-30-2)7-6-13(26)23-12-8-11-16(27)14(12)24(29,21(28)17(11)31-3)15(20(23)25)18(32-4)19(22)23/h11-21,26-29H,5-10H2,1-4H3",FPECZWKKKKZPPP-UHFFFAOYSA-N,"11-ethyl-6,18-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,7,8,16-tetrol",AAADcfB6OAAAAAAAAAAAAAAAAAAAAYMAAAA8YMEAB4gWAGAAAAAAHgAACAAAD3zhgAYCAAMABgAAAAAAAAAAAAAAAAAAAAAIAAABEAIAgAAEQAAHAACDAAHw8P8PgAAAAAAAAADSAAaUADSAAaEADQAAAA==,False,False,False
DUKE:ANEMOSAPOGENIN,PCID:21672692,CHEBI:69580,23-Hydroxybetulinic acid,PCID:21672692,C30H48O4,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)O)C)C(=O)O,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H]([C@@]([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)CO)O)C)C(=O)O,"InChI=1S/C30H48O4/c1-18(2)19-9-14-30(25(33)34)16-15-28(5)20(24(19)30)7-8-22-26(3)12-11-23(32)27(4,17-31)21(26)10-13-29(22,28)6/h19-24,31-32H,1,7-17H2,2-6H3,(H,33,34)/t19-,20+,21+,22+,23-,24+,26-,27-,28+,29+,30-/m0/s1",HXWLKAXCQLXHML-WGOZWDAUSA-N,"(1R,3aS,5aR,5bR,7aR,8R,9S,11aR,11bR,13aR,13bR)-9-hydroxy-8-(hydroxymethyl)-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAwYMGAAAAAAGDAAAAAGgAACAAADxSggAICCAAAAgCIAgDSCAAAAAAgAAAAAAEAAAgAEBIAAQAAQAAFgAAAAAGIyPCPgAAAAAAAAADAAAYAADAAAQAACAAAAA==,False,False,False
DUKE:CEDRELONE,PCID:21596358,CHEBI:NA,,PCID:21596358,C26H30O5,CC1(C(=O)C=CC2(C1=C(C(=O)C3(C2CCC4(C35C(O5)CC4C6=COC=C6)C)C)O)C)C,C[C@@]12CC[C@@H]3[C@]4(C=CC(=O)C(C4=C(C(=O)[C@]3([C@@]15[C@H](O5)C[C@H]2C6=COC=C6)C)O)(C)C)C,"InChI=1S/C26H30O5/c1-22(2)17(27)7-9-23(3)16-6-10-24(4)15(14-8-11-30-13-14)12-18-26(24,31-18)25(16,5)21(29)19(28)20(22)23/h7-9,11,13,15-16,18,28H,6,10,12H2,1-5H3/t15-,16+,18+,23+,24-,25-,26+/m0/s1",OQMUOVSEPOBWMK-BWLMZZBKSA-N,"(1R,2R,4R,6S,7S,10R,11R)-6-(furan-3-yl)-17-hydroxy-1,7,11,15,15-pentamethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadeca-12,16-diene-14,18-dione",AAADceB4OAAAAAAAAAAAAAAAEgAAAaIAAAA0QIEAAAAAAGCRgAAAGgAACAAAD1SgmAIyBIAABkCIAqhSgAICCAAkIAAIiAFGCMgMJhYENQqCWSCk4BEIKYPK7PzPgAAAAAAAAACAAAYAADAAAYAADAAAAA==,False,False,False
DUKE:L-NORADRENALINE,PCID:439260,CHEBI:18357,(R)-noradrenaline,PCID:439260,C8H11NO3,C1=CC(=C(C=C1C(CN)O)O)O,C1=CC(=C(C=C1[C@H](CN)O)O)O,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",SFLSHLFXELFNJZ-QMMMGPOBSA-N,"4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol",AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADBThmAYwBoBAAgCAAiBCAAACAAAgIAAIiIAGiIgLNiKCkROAcAEk0BEJmAfQ8LQOIAABAAAAQABAAAIAAACAAAAAAAAAAA==,False,False,False
DUKE:ARNICOLIDE-C,PCID:14656910,CHEBI:NA,,PCID:14656910,C19H26O5,CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)OC(=O)C(C)C,C[C@@H]1C[C@@H]2[C@@H]([C@@H](C(=O)O2)C)[C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C(C)C,"InChI=1S/C19H26O5/c1-9(2)17(21)24-16-15-11(4)18(22)23-13(15)8-10(3)12-6-7-14(20)19(12,16)5/h6-7,9-13,15-16H,8H2,1-5H3/t10-,11+,12+,13-,15-,16+,19+/m1/s1",WKUOPGZYLRFCHJ-APDQSUQKSA-N,"[(1S,3aR,5R,5aR,8aR,9S,9aR)-1,5,8a-trimethyl-2,8-dioxo-3a,4,5,5a,9,9a-hexahydro-1H-azuleno[6,5-b]furan-9-yl] 2-methylpropanoate",AAADceB4OAAAAAAAAAAAAAAAAAAAASIAAAAAAAAABgAAAACQAAAAGgAAAAAADxSggAICCAAABACIAKDSCAAAAAAgAAAICAEAAEgAABYAAQACAAAFoAAIAYPKzPDPgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,True
DUKE:ISOLIQUIRITIGENIN,PCID:638278,CHEBI:77948,isoliquiritigenin(1-),PCID:638278,C15H12O4,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,"InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H/b8-3+",DXDRHHKMWQZJHT-FPYGCLRLSA-N,"(E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAACAAADASAmAAwBoAAAgCIAqBSAAACAAAkIAAIiAEGCMgIJzaCFRKAcUAl4BUImYeI7KTOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,True,True,True
DUKE:IRISTECTORIGENIN-B,PCID:5488781,CHEBI:NA,,PCID:5488781,C17H14O7,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O)O,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O)O,"InChI=1S/C17H14O7/c1-22-12-4-3-8(5-10(12)18)9-7-24-13-6-11(19)17(23-2)16(21)14(13)15(9)20/h3-7,18-19,21H,1-2H3",WRZOUWHPDDOJNR-UHFFFAOYSA-N,"5,7-dihydroxy-3-(3-hydroxy-4-methoxyphenyl)-6-methoxychromen-4-one",AAADccB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASgmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGiMgNJzaGNRqAcWMl4BULuYfK7PzOIQABCAAIQABCAAIQABCAAAAAAAAAAA==,False,False,False
DUKE:CINNAMOYLHISTAMINE,PCID:280288,CHEBI:NA,,PCID:280288,C14H15N3O,C1=CC=C(C=C1)C=CC(=O)NCCC2=CN=CN2,C1=CC=C(C=C1)C=CC(=O)NCCC2=CN=CN2,"InChI=1S/C14H15N3O/c18-14(7-6-12-4-2-1-3-5-12)16-9-8-13-10-15-11-17-13/h1-7,10-11H,8-9H2,(H,15,17)(H,16,18)",HCENGXRZXKAJLN-UHFFFAOYSA-N,N-[2-(1H-imidazol-5-yl)ethyl]-3-phenylprop-2-enamide,AAADccBzIAAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABwAAAHgAQAAAADAjBngQ9kJbJkACoAzV3dACCgC2xEqAJ2YA4cMiIaCLA2RGUIAAolgLIyacAgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,True
DUKE:SUGEONOL,PCID:12443126,CHEBI:81140,Sugeonol,PCID:12443126,C15H22O2,CC1CCC2C(C3=C(C(=O)CC13C2(C)C)C)O,C[C@@H]1CC[C@@H]2[C@@H](C3=C(C(=O)C[C@]13C2(C)C)C)O,"InChI=1S/C15H22O2/c1-8-5-6-10-13(17)12-9(2)11(16)7-15(8,12)14(10,3)4/h8,10,13,17H,5-7H2,1-4H3/t8-,10-,13+,15+/m1/s1",BOBZQUWDNGGBHD-OMCHNSJMSA-N,"(1R,6S,7S,10R)-6-hydroxy-4,10,11,11-tetramethyltricyclo[5.3.1.01,5]undec-4-en-3-one",AAADceBwMAAAAAAAAAAAAAAAAAAAAYIAAAAwAAAABgAQAACAAAAAGgAACAAADxSggAICAAAAAgCIAoBQAAAAAAAgAAAACAEAAEgAFBIAAAAAUAAEgAAIEQOIzPDPgAAAAAAAAACAAAQAACAAAYAADAAAAA==,False,False,False
DUKE:AMENTOFLAVONE-DIMETHYL-ETHER,PCID:5491518,CHEBI:NA,,PCID:5491518,C32H22O10,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O,"InChI=1S/C32H22O10/c1-39-18-6-3-15(4-7-18)25-13-23(37)31-24(38)14-27(40-2)29(32(31)42-25)19-9-16(5-8-20(19)34)26-12-22(36)30-21(35)10-17(33)11-28(30)41-26/h3-14,33-35,38H,1-2H3",SQGLUEWZRKIEGS-UHFFFAOYSA-N,"8-[5-(5,7-dihydroxy-4-oxochromen-2-yl)-2-hydroxyphenyl]-5-hydroxy-7-methoxy-2-(4-methoxyphenyl)chromen-4-one",AAADceB8PAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGCAAAAAACBVAAAGgAACAAADASAmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGCMgMJzaGNRqCeWCl4BUIuQfI7PzOoAACCAAIAABAAAQQABAAAAAAAAAAAA==,False,False,False
DUKE:CYCLOCOPACAMPHENOL,PCID:527162,CHEBI:NA,,PCID:527162,C15H24O,CC(CO)C1CCC2(C3C1C4C2(C4C3)C)C,CC(CO)C1CCC2(C3C1C4C2(C4C3)C)C,"InChI=1S/C15H24O/c1-8(7-16)9-4-5-14(2)10-6-11-13(12(9)10)15(11,14)3/h8-13,16H,4-7H2,1-3H3",TUWGUUUUJAXUPF-UHFFFAOYSA-N,"2-(1,2-dimethyl-8-tetracyclo[4.4.0.02,4.03,7]decanyl)propan-1-ol",AAADceBwIAAAAAAAAAAAAAAAGAAAAYMAAAAwAAAABgAAAAAAAAAAGgAACAAADwCggAICAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAEAIAAAAAQAAEAAAAAAGAwPAPgAAAAAAAAACAAAQAACAAAQAACAAAAA==,False,False,False
DUKE:VULGAROLE,PCID:101416067,CHEBI:169590,Vulgarole,PCID:101416067,C12H20O3,CC(=O)OC1C(C2CCC1(C2(C)C)C)O,CC(=O)OC1C(C2CCC1(C2(C)C)C)O,"InChI=1S/C12H20O3/c1-7(13)15-10-9(14)8-5-6-12(10,4)11(8,2)3/h8-10,14H,5-6H2,1-4H3",QRRSWTCVSAQEPQ-UHFFFAOYSA-N,"(3-hydroxy-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) acetate",AAADceBwMAAAAAAAAAAAAAAAAAAAAYMAAAAwAAAAAAAAAAAAAAAAGgAACAAADxSggAICCAAABgAIAACQCAAAAAAAAAAAAAAAAAABEAIAAAACQAAEAAADAAGA4PgPgAAAAAAAAACAAAIAABCAAYAADCAAAA==,False,False,False
DUKE:HINOKIN,PCID:442879,CHEBI:5722,hinokinin,PCID:442879,C20H18O6,C1C(C(C(=O)O1)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5,C1[C@@H]([C@H](C(=O)O1)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5,"InChI=1S/C20H18O6/c21-20-15(6-13-2-4-17-19(8-13)26-11-24-17)14(9-22-20)5-12-1-3-16-18(7-12)25-10-23-16/h1-4,7-8,14-15H,5-6,9-11H2/t14-,15+/m0/s1",DDWGQGZPYDSYEL-LSDHHAIUSA-N,"(3R,4R)-3,4-bis(1,3-benzodioxol-5-ylmethyl)oxolan-2-one",AAADceB4OAAAAAAAAAAAAAAAAAAAASJEgAAwYAAAAAAAAEgBQAAAGgAAAAAADQSgmAMwDoAABACIAiDSCAACCAAgIAAIiAEGiIgdJjKEMRqiMCIkwBEOqAeKyPCOoAABAAAAQABAAAIAAACAAAAAAAAAAA==,False,False,False
DUKE:BETA-SINENSAL,PCID:5281535,CHEBI:10444,beta-Sinensal,PCID:5281535,C15H22O,CC(=CCCC(=C)C=C)CCC=C(C)C=O,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,"InChI=1S/C15H22O/c1-5-13(2)8-6-9-14(3)10-7-11-15(4)12-16/h5,9,11-12H,1-2,6-8,10H2,3-4H3/b14-9+,15-11+",NOPLRNXKHZRXHT-YFVJMOTDSA-N,"(2E,6E)-2,6-dimethyl-10-methylidenedodeca-2,6,11-trienal",AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADACggAICAAAAAACIAihSgAAAAAAgAAAICAEAAEgIAAIAAQAAAAAAgAAIAYIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
